State,Country,County Name,Full County Name,Cases,Update Time,Source
Michigan,USA, Bay ,"Bay , Michigan",1,2020-03-16 03:00:00,http://nssac.bii.virginia.edu/covid-19/dashboard/data/nssac-ncov-sd-03-16-2020.csv
Michigan,USA, Ingham,"Ingham, Michigan",1,2020-03-16 03:00:00,http://nssac.bii.virginia.edu/covid-19/dashboard/data/nssac-ncov-sd-03-16-2020.csv
Michigan,USA, Charlevoix ,"Charlevoix , Michigan",1,2020-03-16 03:00:00,http://nssac.bii.virginia.edu/covid-19/dashboard/data/nssac-ncov-sd-03-16-2020.csv
Michigan,USA, Clair,"Clair, Michigan",1,2020-03-16 03:00:00,http://nssac.bii.virginia.edu/covid-19/dashboard/data/nssac-ncov-sd-03-16-2020.csv
Michigan,USA, Monroe,"Monroe, Michigan",1,2020-03-16 03:00:00,http://nssac.bii.virginia.edu/covid-19/dashboard/data/nssac-ncov-sd-03-16-2020.csv
Diamond Princess,USA,  unknown,"unknown, Diamond Princess",46,2020-03-16 03:00:00,http://nssac.bii.virginia.edu/covid-19/dashboard/data/nssac-ncov-sd-03-16-2020.csv
Diamond Princess,USA, San Diego,"San Diego, Diamond Princess",1,2020-03-16 03:00:00,http://nssac.bii.virginia.edu/covid-19/dashboard/data/nssac-ncov-sd-03-16-2020.csv
Virginia,USA,  Fairfax,"Fairfax, Virginia",10,2020-03-16 03:00:00,http://nssac.bii.virginia.edu/covid-19/dashboard/data/nssac-ncov-sd-03-16-2020.csv
Virginia,USA, James City,"James City, Virginia",8,2020-03-16 03:00:00,http://nssac.bii.virginia.edu/covid-19/dashboard/data/nssac-ncov-sd-03-16-2020.csv
Virginia,USA, Arlington,"Arlington, Virginia",8,2020-03-16 03:00:00,http://nssac.bii.virginia.edu/covid-19/dashboard/data/nssac-ncov-sd-03-16-2020.csv
Virginia,USA, Loudoun,"Loudoun, Virginia",5,2020-03-16 03:00:00,http://nssac.bii.virginia.edu/covid-19/dashboard/data/nssac-ncov-sd-03-16-2020.csv
Virginia,USA, Virginia Beach City,"Virginia Beach City, Virginia",4,2020-03-16 03:00:00,http://nssac.bii.virginia.edu/covid-19/dashboard/data/nssac-ncov-sd-03-16-2020.csv
Virginia,USA, Prince William,"Prince William, Virginia",3,2020-03-16 03:00:00,http://nssac.bii.virginia.edu/covid-19/dashboard/data/nssac-ncov-sd-03-16-2020.csv
Virginia,USA, Alexandria City,"Alexandria City, Virginia",2,2020-03-16 03:00:00,http://nssac.bii.virginia.edu/covid-19/dashboard/data/nssac-ncov-sd-03-16-2020.csv
Virginia,USA, Harrisonburg,"Harrisonburg, Virginia",1,2020-03-16 03:00:00,http://nssac.bii.virginia.edu/covid-19/dashboard/data/nssac-ncov-sd-03-16-2020.csv
Virginia,USA, Prince Edward,"Prince Edward, Virginia",1,2020-03-16 03:00:00,http://nssac.bii.virginia.edu/covid-19/dashboard/data/nssac-ncov-sd-03-16-2020.csv
Virginia,USA, Hanover,"Hanover, Virginia",1,2020-03-16 03:00:00,http://nssac.bii.virginia.edu/covid-19/dashboard/data/nssac-ncov-sd-03-16-2020.csv
Virginia,USA, Chesterfield,"Chesterfield, Virginia",1,2020-03-16 03:00:00,http://nssac.bii.virginia.edu/covid-19/dashboard/data/nssac-ncov-sd-03-16-2020.csv
Virginia,USA, Spotsylvania,"Spotsylvania, Virginia",1,2020-03-16 03:00:00,http://nssac.bii.virginia.edu/covid-19/dashboard/data/nssac-ncov-sd-03-16-2020.csv
Tennessee,USA,  Davidson,"Davidson, Tennessee",17,2020-03-16 03:00:00,http://nssac.bii.virginia.edu/covid-19/dashboard/data/nssac-ncov-sd-03-16-2020.csv
Tennessee,USA, Williamson,"Williamson, Tennessee",14,2020-03-16 03:00:00,http://nssac.bii.virginia.edu/covid-19/dashboard/data/nssac-ncov-sd-03-16-2020.csv
Tennessee,USA, Shelby,"Shelby, Tennessee",2,2020-03-16 03:00:00,http://nssac.bii.virginia.edu/covid-19/dashboard/data/nssac-ncov-sd-03-16-2020.csv
Tennessee,USA, Campbell,"Campbell, Tennessee",1,2020-03-16 03:00:00,http://nssac.bii.virginia.edu/covid-19/dashboard/data/nssac-ncov-sd-03-16-2020.csv
Tennessee,USA, Rutherford,"Rutherford, Tennessee",1,2020-03-16 03:00:00,http://nssac.bii.virginia.edu/covid-19/dashboard/data/nssac-ncov-sd-03-16-2020.csv
Tennessee,USA, Knox,"Knox, Tennessee",1,2020-03-16 03:00:00,http://nssac.bii.virginia.edu/covid-19/dashboard/data/nssac-ncov-sd-03-16-2020.csv
Tennessee,USA, Hamilton,"Hamilton, Tennessee",1,2020-03-16 03:00:00,http://nssac.bii.virginia.edu/covid-19/dashboard/data/nssac-ncov-sd-03-16-2020.csv
Tennessee,USA, Sullivan,"Sullivan, Tennessee",1,2020-03-16 03:00:00,http://nssac.bii.virginia.edu/covid-19/dashboard/data/nssac-ncov-sd-03-16-2020.csv
Tennessee,USA, Jefferson,"Jefferson, Tennessee",1,2020-03-16 03:00:00,http://nssac.bii.virginia.edu/covid-19/dashboard/data/nssac-ncov-sd-03-16-2020.csv
Oregon,USA,  Washington,"Washington, Oregon",13,2020-03-16 03:00:00,http://nssac.bii.virginia.edu/covid-19/dashboard/data/nssac-ncov-sd-03-16-2020.csv
Oregon,USA, Linn,"Linn, Oregon",10,2020-03-16 03:00:00,http://nssac.bii.virginia.edu/covid-19/dashboard/data/nssac-ncov-sd-03-16-2020.csv
Oregon,USA, Deschutes,"Deschutes, Oregon",4,2020-03-16 03:00:00,http://nssac.bii.virginia.edu/covid-19/dashboard/data/nssac-ncov-sd-03-16-2020.csv
Oregon,USA, Marion,"Marion, Oregon",2,2020-03-16 03:00:00,http://nssac.bii.virginia.edu/covid-19/dashboard/data/nssac-ncov-sd-03-16-2020.csv
Oregon,USA, Jackson,"Jackson, Oregon",2,2020-03-16 03:00:00,http://nssac.bii.virginia.edu/covid-19/dashboard/data/nssac-ncov-sd-03-16-2020.csv
Oregon,USA, Umatilla,"Umatilla, Oregon",2,2020-03-16 03:00:00,http://nssac.bii.virginia.edu/covid-19/dashboard/data/nssac-ncov-sd-03-16-2020.csv
Oregon,USA, Clackamas,"Clackamas, Oregon",1,2020-03-16 03:00:00,http://nssac.bii.virginia.edu/covid-19/dashboard/data/nssac-ncov-sd-03-16-2020.csv
Oregon,USA, Klamath,"Klamath, Oregon",1,2020-03-16 03:00:00,http://nssac.bii.virginia.edu/covid-19/dashboard/data/nssac-ncov-sd-03-16-2020.csv
Oregon,USA, Yamhill,"Yamhill, Oregon",1,2020-03-16 03:00:00,http://nssac.bii.virginia.edu/covid-19/dashboard/data/nssac-ncov-sd-03-16-2020.csv
Oregon,USA, Multnomah,"Multnomah, Oregon",1,2020-03-16 03:00:00,http://nssac.bii.virginia.edu/covid-19/dashboard/data/nssac-ncov-sd-03-16-2020.csv
Oregon,USA, Douglas,"Douglas, Oregon",1,2020-03-16 03:00:00,http://nssac.bii.virginia.edu/covid-19/dashboard/data/nssac-ncov-sd-03-16-2020.csv
Oregon,USA, Polk,"Polk, Oregon",1,2020-03-16 03:00:00,http://nssac.bii.virginia.edu/covid-19/dashboard/data/nssac-ncov-sd-03-16-2020.csv
Ohio,USA,  Cuyahoga,"Cuyahoga, Ohio",14,2020-03-16 03:00:00,http://nssac.bii.virginia.edu/covid-19/dashboard/data/nssac-ncov-sd-03-16-2020.csv
Ohio,USA, Butler,"Butler, Ohio",6,2020-03-16 03:00:00,http://nssac.bii.virginia.edu/covid-19/dashboard/data/nssac-ncov-sd-03-16-2020.csv
Ohio,USA, Stark,"Stark, Ohio",3,2020-03-16 03:00:00,http://nssac.bii.virginia.edu/covid-19/dashboard/data/nssac-ncov-sd-03-16-2020.csv
Ohio,USA, Franklin,"Franklin, Ohio",3,2020-03-16 03:00:00,http://nssac.bii.virginia.edu/covid-19/dashboard/data/nssac-ncov-sd-03-16-2020.csv
Ohio,USA, Trumbull,"Trumbull, Ohio",2,2020-03-16 03:00:00,http://nssac.bii.virginia.edu/covid-19/dashboard/data/nssac-ncov-sd-03-16-2020.csv
Ohio,USA, Summit,"Summit, Ohio",2,2020-03-16 03:00:00,http://nssac.bii.virginia.edu/covid-19/dashboard/data/nssac-ncov-sd-03-16-2020.csv
Ohio,USA, Lorain,"Lorain, Ohio",2,2020-03-16 03:00:00,http://nssac.bii.virginia.edu/covid-19/dashboard/data/nssac-ncov-sd-03-16-2020.csv
Ohio,USA, Belmont,"Belmont, Ohio",2,2020-03-16 03:00:00,http://nssac.bii.virginia.edu/covid-19/dashboard/data/nssac-ncov-sd-03-16-2020.csv
Ohio,USA, Medina,"Medina, Ohio",1,2020-03-16 03:00:00,http://nssac.bii.virginia.edu/covid-19/dashboard/data/nssac-ncov-sd-03-16-2020.csv
Ohio,USA, Tuscarawas,"Tuscarawas, Ohio",1,2020-03-16 03:00:00,http://nssac.bii.virginia.edu/covid-19/dashboard/data/nssac-ncov-sd-03-16-2020.csv
Ohio,USA, Lucas ,"Lucas , Ohio",1,2020-03-16 03:00:00,http://nssac.bii.virginia.edu/covid-19/dashboard/data/nssac-ncov-sd-03-16-2020.csv
Minnesota,USA,  Hennepin,"Hennepin, Minnesota",12,2020-03-16 03:00:00,http://nssac.bii.virginia.edu/covid-19/dashboard/data/nssac-ncov-sd-03-16-2020.csv
Minnesota,USA, Ramsey,"Ramsey, Minnesota",8,2020-03-16 03:00:00,http://nssac.bii.virginia.edu/covid-19/dashboard/data/nssac-ncov-sd-03-16-2020.csv
Minnesota,USA, Dakota,"Dakota, Minnesota",3,2020-03-16 03:00:00,http://nssac.bii.virginia.edu/covid-19/dashboard/data/nssac-ncov-sd-03-16-2020.csv
Minnesota,USA, Stearns,"Stearns, Minnesota",3,2020-03-16 03:00:00,http://nssac.bii.virginia.edu/covid-19/dashboard/data/nssac-ncov-sd-03-16-2020.csv
Minnesota,USA, Olmsted,"Olmsted, Minnesota",2,2020-03-16 03:00:00,http://nssac.bii.virginia.edu/covid-19/dashboard/data/nssac-ncov-sd-03-16-2020.csv
Minnesota,USA, Anoka,"Anoka, Minnesota",2,2020-03-16 03:00:00,http://nssac.bii.virginia.edu/covid-19/dashboard/data/nssac-ncov-sd-03-16-2020.csv
Minnesota,USA, Washington,"Washington, Minnesota",1,2020-03-16 03:00:00,http://nssac.bii.virginia.edu/covid-19/dashboard/data/nssac-ncov-sd-03-16-2020.csv
Minnesota,USA, Renville,"Renville, Minnesota",1,2020-03-16 03:00:00,http://nssac.bii.virginia.edu/covid-19/dashboard/data/nssac-ncov-sd-03-16-2020.csv
Minnesota,USA, Wright,"Wright, Minnesota",1,2020-03-16 03:00:00,http://nssac.bii.virginia.edu/covid-19/dashboard/data/nssac-ncov-sd-03-16-2020.csv
Minnesota,USA, Carver,"Carver, Minnesota",1,2020-03-16 03:00:00,http://nssac.bii.virginia.edu/covid-19/dashboard/data/nssac-ncov-sd-03-16-2020.csv
Minnesota,USA, Waseca,"Waseca, Minnesota",1,2020-03-16 03:00:00,http://nssac.bii.virginia.edu/covid-19/dashboard/data/nssac-ncov-sd-03-16-2020.csv
Maryland,USA,  Montgomery,"Montgomery, Maryland",12,2020-03-16 03:00:00,http://nssac.bii.virginia.edu/covid-19/dashboard/data/nssac-ncov-sd-03-16-2020.csv
Maryland,USA, Prince George's,"Prince George's, Maryland",9,2020-03-16 03:00:00,http://nssac.bii.virginia.edu/covid-19/dashboard/data/nssac-ncov-sd-03-16-2020.csv
Maryland,USA, Baltimore,"Baltimore, Maryland",3,2020-03-16 03:00:00,http://nssac.bii.virginia.edu/covid-19/dashboard/data/nssac-ncov-sd-03-16-2020.csv
Maryland,USA, Baltimore City,"Baltimore City, Maryland",2,2020-03-16 03:00:00,http://nssac.bii.virginia.edu/covid-19/dashboard/data/nssac-ncov-sd-03-16-2020.csv
Maryland,USA, Harford,"Harford, Maryland",2,2020-03-16 03:00:00,http://nssac.bii.virginia.edu/covid-19/dashboard/data/nssac-ncov-sd-03-16-2020.csv
Maryland,USA, Anne Arundel,"Anne Arundel, Maryland",2,2020-03-16 03:00:00,http://nssac.bii.virginia.edu/covid-19/dashboard/data/nssac-ncov-sd-03-16-2020.csv
Maryland,USA, Talbot,"Talbot, Maryland",1,2020-03-16 03:00:00,http://nssac.bii.virginia.edu/covid-19/dashboard/data/nssac-ncov-sd-03-16-2020.csv
Maryland,USA, Charles,"Charles, Maryland",1,2020-03-16 03:00:00,http://nssac.bii.virginia.edu/covid-19/dashboard/data/nssac-ncov-sd-03-16-2020.csv
Maryland,USA, Carroll,"Carroll, Maryland",1,2020-03-16 03:00:00,http://nssac.bii.virginia.edu/covid-19/dashboard/data/nssac-ncov-sd-03-16-2020.csv
Maryland,USA, Howard,"Howard, Maryland",1,2020-03-16 03:00:00,http://nssac.bii.virginia.edu/covid-19/dashboard/data/nssac-ncov-sd-03-16-2020.csv
Wisconsin,USA,  Fond du Lac,"Fond du Lac, Wisconsin",11,2020-03-16 03:00:00,http://nssac.bii.virginia.edu/covid-19/dashboard/data/nssac-ncov-sd-03-16-2020.csv
Wisconsin,USA, Milwaukee,"Milwaukee, Wisconsin",7,2020-03-16 03:00:00,http://nssac.bii.virginia.edu/covid-19/dashboard/data/nssac-ncov-sd-03-16-2020.csv
Wisconsin,USA, Dane,"Dane, Wisconsin",6,2020-03-16 03:00:00,http://nssac.bii.virginia.edu/covid-19/dashboard/data/nssac-ncov-sd-03-16-2020.csv
Wisconsin,USA, Waukesha,"Waukesha, Wisconsin",3,2020-03-16 03:00:00,http://nssac.bii.virginia.edu/covid-19/dashboard/data/nssac-ncov-sd-03-16-2020.csv
Wisconsin,USA, Sheboygan,"Sheboygan, Wisconsin",3,2020-03-16 03:00:00,http://nssac.bii.virginia.edu/covid-19/dashboard/data/nssac-ncov-sd-03-16-2020.csv
Wisconsin,USA, Wood,"Wood, Wisconsin",1,2020-03-16 03:00:00,http://nssac.bii.virginia.edu/covid-19/dashboard/data/nssac-ncov-sd-03-16-2020.csv
Wisconsin,USA, Pierce,"Pierce, Wisconsin",1,2020-03-16 03:00:00,http://nssac.bii.virginia.edu/covid-19/dashboard/data/nssac-ncov-sd-03-16-2020.csv
Wisconsin,USA, Racine,"Racine, Wisconsin",1,2020-03-16 03:00:00,http://nssac.bii.virginia.edu/covid-19/dashboard/data/nssac-ncov-sd-03-16-2020.csv
Wisconsin,USA, Winnebago,"Winnebago, Wisconsin",1,2020-03-16 03:00:00,http://nssac.bii.virginia.edu/covid-19/dashboard/data/nssac-ncov-sd-03-16-2020.csv
North Carolina,USA,  Wake,"Wake, North Carolina",14,2020-03-16 03:00:00,http://nssac.bii.virginia.edu/covid-19/dashboard/data/nssac-ncov-sd-03-16-2020.csv
North Carolina,USA, Mecklenburg,"Mecklenburg, North Carolina",4,2020-03-16 03:00:00,http://nssac.bii.virginia.edu/covid-19/dashboard/data/nssac-ncov-sd-03-16-2020.csv
North Carolina,USA, Johnston,"Johnston, North Carolina",2,2020-03-16 03:00:00,http://nssac.bii.virginia.edu/covid-19/dashboard/data/nssac-ncov-sd-03-16-2020.csv
North Carolina,USA, Harnett,"Harnett, North Carolina",2,2020-03-16 03:00:00,http://nssac.bii.virginia.edu/covid-19/dashboard/data/nssac-ncov-sd-03-16-2020.csv
North Carolina,USA, Forsyth,"Forsyth, North Carolina",2,2020-03-16 03:00:00,http://nssac.bii.virginia.edu/covid-19/dashboard/data/nssac-ncov-sd-03-16-2020.csv
North Carolina,USA, Wayne,"Wayne, North Carolina",1,2020-03-16 03:00:00,http://nssac.bii.virginia.edu/covid-19/dashboard/data/nssac-ncov-sd-03-16-2020.csv
North Carolina,USA, Cabarrus,"Cabarrus, North Carolina",1,2020-03-16 03:00:00,http://nssac.bii.virginia.edu/covid-19/dashboard/data/nssac-ncov-sd-03-16-2020.csv
North Carolina,USA, Durham,"Durham, North Carolina",1,2020-03-16 03:00:00,http://nssac.bii.virginia.edu/covid-19/dashboard/data/nssac-ncov-sd-03-16-2020.csv
North Carolina,USA, Brunswick,"Brunswick, North Carolina",1,2020-03-16 03:00:00,http://nssac.bii.virginia.edu/covid-19/dashboard/data/nssac-ncov-sd-03-16-2020.csv
North Carolina,USA, Chatham,"Chatham, North Carolina",1,2020-03-16 03:00:00,http://nssac.bii.virginia.edu/covid-19/dashboard/data/nssac-ncov-sd-03-16-2020.csv
North Carolina,USA, Onslow,"Onslow, North Carolina",1,2020-03-16 03:00:00,http://nssac.bii.virginia.edu/covid-19/dashboard/data/nssac-ncov-sd-03-16-2020.csv
North Carolina,USA, Wilson,"Wilson, North Carolina",1,2020-03-16 03:00:00,http://nssac.bii.virginia.edu/covid-19/dashboard/data/nssac-ncov-sd-03-16-2020.csv
North Carolina,USA, Craven,"Craven, North Carolina",1,2020-03-16 03:00:00,http://nssac.bii.virginia.edu/covid-19/dashboard/data/nssac-ncov-sd-03-16-2020.csv
North Carolina,USA, Watauga,"Watauga, North Carolina",1,2020-03-16 03:00:00,http://nssac.bii.virginia.edu/covid-19/dashboard/data/nssac-ncov-sd-03-16-2020.csv
South Carolina,USA,  Kershaw,"Kershaw, South Carolina",14,2020-03-16 03:00:00,http://nssac.bii.virginia.edu/covid-19/dashboard/data/nssac-ncov-sd-03-16-2020.csv
South Carolina,USA, Beaufort,"Beaufort, South Carolina",3,2020-03-16 03:00:00,http://nssac.bii.virginia.edu/covid-19/dashboard/data/nssac-ncov-sd-03-16-2020.csv
South Carolina,USA, Horry,"Horry, South Carolina",3,2020-03-16 03:00:00,http://nssac.bii.virginia.edu/covid-19/dashboard/data/nssac-ncov-sd-03-16-2020.csv
South Carolina,USA, Lancaster,"Lancaster, South Carolina",2,2020-03-16 03:00:00,http://nssac.bii.virginia.edu/covid-19/dashboard/data/nssac-ncov-sd-03-16-2020.csv
South Carolina,USA, Anderson ,"Anderson , South Carolina",2,2020-03-16 03:00:00,http://nssac.bii.virginia.edu/covid-19/dashboard/data/nssac-ncov-sd-03-16-2020.csv
South Carolina,USA, Lexington,"Lexington, South Carolina",1,2020-03-16 03:00:00,http://nssac.bii.virginia.edu/covid-19/dashboard/data/nssac-ncov-sd-03-16-2020.csv
South Carolina,USA, Spartanburg ,"Spartanburg , South Carolina",1,2020-03-16 03:00:00,http://nssac.bii.virginia.edu/covid-19/dashboard/data/nssac-ncov-sd-03-16-2020.csv
South Carolina,USA, Charleston,"Charleston, South Carolina",1,2020-03-16 03:00:00,http://nssac.bii.virginia.edu/covid-19/dashboard/data/nssac-ncov-sd-03-16-2020.csv
South Carolina,USA, Greenville,"Greenville, South Carolina",1,2020-03-16 03:00:00,http://nssac.bii.virginia.edu/covid-19/dashboard/data/nssac-ncov-sd-03-16-2020.csv
Utah,USA,  Salt Lake,"Salt Lake, Utah",14,2020-03-16 03:00:00,http://nssac.bii.virginia.edu/covid-19/dashboard/data/nssac-ncov-sd-03-16-2020.csv
Utah,USA, Non-Utah resident,"Non-Utah resident, Utah",7,2020-03-16 03:00:00,http://nssac.bii.virginia.edu/covid-19/dashboard/data/nssac-ncov-sd-03-16-2020.csv
Utah,USA, Davis,"Davis, Utah",3,2020-03-16 03:00:00,http://nssac.bii.virginia.edu/covid-19/dashboard/data/nssac-ncov-sd-03-16-2020.csv
Utah,USA, Summit,"Summit, Utah",2,2020-03-16 03:00:00,http://nssac.bii.virginia.edu/covid-19/dashboard/data/nssac-ncov-sd-03-16-2020.csv
Utah,USA, Southwest Utah,"Southwest Utah, Utah",1,2020-03-16 03:00:00,http://nssac.bii.virginia.edu/covid-19/dashboard/data/nssac-ncov-sd-03-16-2020.csv
Utah,USA, Weber-Morgan,"Weber-Morgan, Utah",1,2020-03-16 03:00:00,http://nssac.bii.virginia.edu/covid-19/dashboard/data/nssac-ncov-sd-03-16-2020.csv
Connecticut,USA,  Fairfield,"Fairfield, Connecticut",16,2020-03-16 03:00:00,http://nssac.bii.virginia.edu/covid-19/dashboard/data/nssac-ncov-sd-03-16-2020.csv
Connecticut,USA, New Haven,"New Haven, Connecticut",4,2020-03-16 03:00:00,http://nssac.bii.virginia.edu/covid-19/dashboard/data/nssac-ncov-sd-03-16-2020.csv
